129;Chapter 2, got the Wooden Crank at the top of Golden Hills
130;Start of Chapter 3 (after all the cutscenes at the throne room of the Ant Palace)
131;Took the Requesting Assistance quest (set to false upon completion)
132;Talked to Team Slacker for the first time
133;Arrived at Golden Settlement after the end of Chapter 2 (after the cutscene)
134;Talked to Levi after taking the Requesting Assistance quest
135;Completed the Requesting Assistance quest
136;Talked to Rebecca for the first time at the Ant Palace
137;Got the HP Plus at the Bugaria Outskirts waterfall near the Cave of Trials
138;Chapter 3, lowered the bridge to the Lost Sands entrance at the Bugaria Outskirts
139;Talked to Tanjerin for the first time
140;Gained access to the Underground Bar at Ant Kingdom City commercial area
141;Talked to Shades for the first time at the Underground Bar
142;Got the Lore Book behind a wooden box at Defiant Root
143;Got the Crystal Fruit after beating the Seedling King
144;UNKNOWN
145;UNKNOWN
146;Took the Peacock Spider bounty quest
147;UNKNOWN
148;UNKNOWN
149;Got the Fortify medal at Defiant Root
150;Rented a Bed Bug at Defiant Root, set to false after using it
151;Talked to the Fuzzo at Defiant Root for the first time
152;Talked to the Sun for the first time at Defiant Root
153;Got the Heart Berry from Sun at Defiant Root
154;Got the Bond Berry from Sun at Defiant Root
155;Got the Super Pepper from Sun at Defiant Root
156;Got the Iron Seed from Sun at Defiant Root
157;Received the first free Bed Bug at Defiant Root
158;Talked to Doppel for the first time (or checked the bounty quest board) at the Underground Bar
159;Chapter 3, got scanned at the Bee Kingdom Hive entrance
160;Chapter 3, after getting welcomed at Bee Kingdom Hive (before getting to Dr. HB’s room)~Also allows the use of Bubble Shield Lite
161;Showed the Explorer Permit to Dr. HB at Bee Kingdom Hive which unlocks the B.O.S.S. system
162;Logged in to the B.O.S.S. system (set to false when logging off)~Also used when starting Cave of Trials (set to false when ending) 
163;Unlocked the EX mode from the B.O.S.S. system
164;Got the Spy Specs medal from the B.O.S.S. system
165;Got the Detector medal from the B.O.S.S. system
166;EX mode active on the B.O.S.S. system
167;Chapter 3, told Gen & Eri to go to the meeting point at Bee Kingdom Hive
168;Chapter 3, told Zasp to go to the meeting point at Bee Kingdom Hive
169;Chapter 3, met the Queen Bianca for the first time in her room at Bee Kingdom Hive (after all cutscenes)
170;Chapter 3, arrived at Defiant Root for the first time
171;Got Leif’s Icicle
172;Chapter 3, used the elevator at Defiant Root for the first time
173;Chapter 3, told Mothiva to go to the meeting point at Bee Kingdom Hive
174;Chapter 3, after the cutscene when exiting the throne room at the Ant Palace
175;Got in Professor Honeycomb’s room for the first time at Bee Kingdom Hive
176;Chapter 3, the shop in Honey Factory is unlocked
177;Chapter 3, arrived at Honey Factory for the first time
178;Chapter 3, got the Factory Pass in the Overseer’s office
179;Chapter 3, unlocked the factory door at the Honey Factory lobby
180;Talked to Ms. Amber for the first time
181;Set to true when the tutorial on Spy Cards starts (set to false when the tutorial is done)
182;Took the Cable Car Bodyguard quest
183;Completed the Cable Car Bodyguard quest
184;Took the Team Snakemouth… quest
185;Talked to Aria after taking the Team Snakemouth… quest
186;Took the My Specialty quest (set to false after completing it)
187;Took the I Wanna Get Better! quest (set to false after completing it)
188;Took the Lost Item quest
189;Completed the Lost Item quest
190;Took the Butler Missing! quest
191;Crisbee can cook the Crisbee Donut, marking the completion of I Wanna Get Better! quest)
192;Gave the Tangy Berry to Kut, marking the completion of the My Specialty quest
193;Gave the Crisbee Donut and the Tangy Carpaccio to Fry, marking the completion of the A Smiling Dish quest
194;Gave the correct ingredients to Crisbee after taking the I Wanna Get Better! quest, set to false after the cutscene~Also used similarly for Kut after taking the My Specialty quest~Also used similarly for Fry after taking the A Smiling Dish quest
195;Talked to Kut after taking the My Specialty quest
196;Talked to Fry after taking the A Smiling Dish quest (set to false after cooking the Queen’s Dinner)
197;Took the A Smiling Dish quest (set to false when completed)
198;Talked to Madeleine for the first time after taking the Butler Missing! quest
199;Found Seb after taking the Butler Missing! quest
200;Completed the Butler Missing! quest
201;Chapter 3, rescued the merchants at Lost Sands
202;hit the tree near the south exit at the platforming map of Lost Sands
203;hit the tree leading north to the northeast exit at the platforming map of Lost Sands
204;hit the tree near the east exit at the platforming map of Lost Sands
205;hit the tree near the northeast exit at the platforming map of Lost Sands
206;hit the tree leading north to the north exit at the platforming map of Lost Sands
207;hit the tree leading northeast near the west exit at the platforming map of Lost Sands
208;hit the tree leading south near the west exit at the platforming map of Lost Sands
209;hit the second tree leading west from the south exit at the platforming map of Lost Sands
210;UKNOWN
211;Chapter 3, rescued Malbee at the Honey Factory
212;Chapter 3, got the Factory Pass in the room on the upper north side of the Honey Factory
213;Chapter 3, got the Factory Pass in the room with Gen & Eri using the switch at the Honey Factory
214;Hit the lever in the room with Gen & Eri using a switch at the Honey Factory
215;Chapter 3, got the Factory Pass in the room on the upper west side at the Honey Factory
216;Chapter 3, beaten the Bee-Boops that were harassing Gen & Eri at the Honey Factory
217;Chapter 3, unlocked the door with the 3 Factory Pass at the Honey Factory
218;Chapter 3, rescued the Overseer (after the cutscene)
219;Talked to Dr. HB after the end of Chapter 3 at Bee Kingdom Hive
220;Chapter 3, got the Shock Trooper medal in the first storage room at the Honey Factory
221;Chapter 3, beaten Ahoneynation (after all the cutscenes)
222;Chapter 3, unlocked the door in the storage room at the Honey Factory
223;Examined the Overseer portrait at the Honey Factory for the first time
224;After the cutscene that occurs when exiting the Honey Factory after the end of Chapter 3
225;Talked to Queen Bianca after the end of Chapter 3 at Bee Kingdom Hive
226;Took the Power Plant Investigation quest
227;Talked to the bee that is selling her house at Bee Kingdom Hive residential area
228;Got the Flower Key from Beette at the Bee Kingdom Hive residential area
229;Unlocked the red house with the Flower Key at Ant Kingdom City plaza
230;Got the Charge Up medal on the roof of the inn at Ant Kingdom City Plaza
231;Got the Blank Card from Carmina at the Underground Bar
232;Got the Suit Card from Chuck at Bugaria Outskirts
233;Got the Suit Card from Shay at Defiant Root
234;Got the Suit Card from Crow at Bee Kingdom Hive
235;Got the Suit Card from Arie at Golden Settlement
236;Talked to Carmina for the first time at the Underground Bar
237;Talked to Carmina after gathering the required Spy Cards
238;Received the Mysterious Piece from Neolith after starting Chapter 4
239;Chapter 4, got the Rusty Key from Astotheles at Defiant Root
240;Took the Book Return! quest
241;Received the Overdue Book from Ali at the Ant Kingdom City residential area
242;Delivered the Overdue Book at the Ant Palace library
243;Completed the Book Return! quest
244;Talked to Shay at Defiant Root for the first time after getting the Blank Card
245;Got the Full Suit Card
246;Talked to Crow about the Card Masters for the first time before the end of Chapter 3
247;Talked to Crow about Spy Cards for the first time at Bee Kingdom Hive after getting the Blank Card
248;Talked to Chuck about Spy Cards for the first time at Bugaria Outskirts after getting the Blank Card
249;Talked to Arie about Spy Cards for the first time at Golden Settlement after getting the Blank Card
250;Chapter 4, received berries from The Mayor at Defiant Root
251;Bought the Bee Hat at Bee Kingdom hive
252;Bought the Pretty Ribbon at Bee Kingdom Hive
253;After getting introduced to the Bank of Bugaria at Ant Kingdom City residential area
254;After signing up for a bank account at the Ant Kingdom City residential area
255;Hit the switch at the top of Stream Mountain at Lost Sands
256;Took the I Want a Souvenir… quest
257;Completed the I Want a Souvenir… quest
258;Chapter 4, used the Rusty Key on the Bandit Hideout entrance at Lost Sands
259;Chapter 4, arrived at the map south of the prison for the first time at Bandit Hideout
260;Chapter 4, after the cutscene of the bandits talking with the wasps near the large item chest at Bandit Hideout
261;Hit the tree leading west at the map with the orange spike floor at Lost Sands
262;Got the Meditation medal at Lost Sands
263;Talked to the bee in front of the Far Grasslands border gate for the first time at Lost Sands~Set to false at the start of Chapter 5, then to true when talking to him again
264;Talked to the Burglar at the map with the waterfall and the save point for the first time at Lost Sands
265;Took the Stolen Item quest
266;Took the Rare Item Wanted! quest
267;Got the Bond Berry at Bandit Hideout
268;Got the Orange Horn at Bandit Hideout
269;Chapter 4, retrieved your inventory as well as the Beemerang at Bandit Hideout
270;Got the Stolen Silk at Bandit Hideout
271;Got the Lore Book near the large item chest at Bandit Hideout
272;Took the Huuuuuuuuuu…!!! quest
273;Talked to Tanjerin after taking the Huuuuuuuuuu…!!! quest
274;Gave the Orange Horn to Tanjerin after taking the Huuuuuuuuuu…!!! quest
275;Completed the Huuuuuuuuuu…!!! quest
276;Got introduced to the Whack-A-Worm minigame at the Whacka Farms for the first time
277;UNKNOWN
278;Talked to a healing Venus Bud for the first time
279;Talked to Team Slacker in front of the Ancient Castle’s receptacle
280;Chapter 4, placed the Sand Castle Key in its receptacle at Lost Sands
281;Got the Agaric Shroom at the map with the green spike floor at Lost Sands
282;Hit the tree leading east at the map with the green spike floor at Lost Sands
283;Chapter 4, hit the switch in the rolling rocks room for the shortcut at Ancient Castle
284;Chapter 4, opened the upper left door in the west room on the first floor of Ancient Castle
285;Got the Frostbite medal at Ancient Castle
286;Approached Leif’s family’s house after the start of Chapter 3 (after the cutscene)
287;Talked to Levi after taking the Requesting Assistance quest~Set to false when talking to them after completing the quest near the Underground Bar entrance
288;Chapter 4, got the Ancient Key behind the spike bars at Ancient Castle
289;Chapter 4, got the Ancient Key in the 4 pressure plates room at the Ancient Castle
290;Chapter 4, hit the switch on the first floor of the main room for the shortcut at Ancient Castle
291;Chapter 4, hit the switch on the second floor of the main room for the shortcut at Ancient Castle
292;Chapter 4, unlocked the door on the first floor of the main room of Ancient Castle
293;Chapter 4, unlocked the door on the second floor of the main room of Ancient Castle
294;Chapter 4, got the Big Ancient Key at Ancient Castle
295;Chapter 4, unlocked the door with the Big Ancient Key at Ancient Castle
296;Chapter 4, opened the door in the 4 pressure plates room at Ancient Castle
297;Chapter 4, destroyed the rocks on the west side of the rolling rocks room at Ancient Castle
298;Chapter 4, approached the Dune Scorpion at Lost Sands (when the cutscene starts)
299;End of Chapter 3 (after all the cutscenes)
300;Start of Chapter 4 (after all the cutscenes)
301;Chapter 4, got the Earth Key from Astotheles at Bandit Hideout (after all cutscenes)
302;Chapter 4, got the Heaven Key from Hawk at Lost Sands
303;Chapter 4, got the Sand Castle Key
304;Start of Chapter 5 (same as 348???)
305;Got the Heart Berry at the Whacka Farms by getting 25+ points at Whack-A-Worm
306;Examined the mural on the second floor of Ancient Castle for the first time
307;Took the Dropped My Hat! Quest
308;Completed the Dropped My Hat! quest
309;Found the Top Hat at Golden Settlement
310;Bought the Empower+ medal at the Termacade
311;Bought the Break+ medal at the Termacade
312;Bought the Enfeeble+ medal at the Termacade
313;Bought the Fortify+ medal at the Termacade
314;Bought the Charge Up+ medal at the Termacade
315;Showed the Full Suit Card at the Card Guard in front of the entrance to the Spy Cards tournament at Metal Island
316;The first water crystal switch encountered at Stream Mountain is activated
317;Hit the tree on the right of the map with the first water crystal switch at Stream Mountain
318;Hit the tree on the left of the map with the first water crystal switch at Stream Mountain
319;Got the Crimson Ore at the top of Stream Mountain at Lost Sands
320;Took the Ore Wanted quest
321;Completed the Ore Wanted quest
322;Chapter 5, talked to Maki near the Far Grasslands entrance at Lost Sands
323;Chapter 5, talked to Maki at the entrance of Far Grasslands
324;Took the Helpers Needed At Once! quest
325;Talked to Malbee after taking the Helpers Needed At Once! quest
326;Performed the reset on the Mender near the pump at the Honey Factory
327;Performed the reset on the Mender at the room before the pump at the Honey Factory
328;Performed the reset on the Mender near the crank in a glass enclosure at the Honey Factory
329;Performed the reset on all three Menders at the Honey Factory
330;Completed the Helpers Needed At Once! quest
331;Got the Lore Book at the Fishing Village
332;Destroyed the breakable rock at the entrance of the Power Plant / Far Grasslands passage at Far Grasslands
333;UNKNOWN
334;Chapter 5, beaten the Leafbug tribes at the north exit of the second map at Wild Swamplands
335;Chapter 5, used Kabbu’s horn on a rock that falls to open a path at Wild Swamplands
336;Chapter 5, got ambushed by the Leafbug tribes at the wooden bridge at Wild Swamplands
337;Hit a tree at the destroyed wooden bridge room at the Wild Swamplands
338;Got the Berserker medal at Chomper Caves
339;Beaten the Mother Chomper at Chomper Caves
340;Got the Chomper Seed at Chomper Caves
341;Hatched the Chomper Seed at Bee Kingdom Hive
342;Hit the donut shaped stone with Kabbu’s horn at Lost Sands
343;Got the Tardigrade Shield medal at Lost Sands
344;Got the A.D.B.P Enhancer medal from Professor Honeycomb at Bee Hive Kingdom (after all cutscenes)
345;End of Chapter 4 (after all the cutscenes)
346;Chapter 6, got the Flame Brooch from Queen Vanessa II at Rubber Prison (after all the cutscenes)
347;Start of Chapter 6 (after all the cutscenes)
348;Start of Chapter 5 (same as 304???)
349;UNUSED checked in event 155
350;Chapter 6, dropped off Queen Elizant II at the Bugaria Outskirts (after all the cutscenes)
351;Talked to the person in front of the Termacade for the first time
352;Got the A.D.B.P Enhancer medal from Professor Honeycomb at Bee Hive Kingdom (set when receiving it)
353;Talked to Crow after helping him at the Roach Village ruins at Bee Kingdom Hive
354;Hit a lever to create a shortcut at Wild Swamplands
355;Got the Eternal Venom medal at Wild Swamplands
356;Chapter 5, lowered the wooden cage by hitting a level at the Wild Swamplands
357;Chapter 5, arrived at Wild Swamplands for the first time
358;Chapter 5, talked to Maki for the first time after getting back to him after his injury at Wild Swamplands
359;Chapter 5, beaten The Beast at Wild Swamplands
360;Chapter 5, met with Maki after exiting Wild Swamplands at Far Grasslands (after the fade out)
361;Opened the east gate at the Power Plant / Far Grasslands passage
362;Opened the west gate at the Power Plant / Far Grasslands passage
363;Chapter 5, unlocked the first door at Wasp Kingdom Hive
364;Chapter 5, got the Wasp Key in the room with the fountain at Wasp Kingdom Hive (set to false if spotted without first exiting the room with it)
365;Chapter 5, unlocked the door in the food storage room at Wasp Kingdom Hive
366;Chapter 5, arrived at Jayde’s room for the first time at Wasp Kingdom Hive (when the cutscene starts)
367;Chapter 5, arrived at the first room for the first time at Wasp Kingdom Hive
368;Chapter 5, arrived at the food storage room for the first time at the Wasp Kingdom Hive
369;Got the dark cherries in the prison room at the Wasp Kingdom Hive
370;Chapter 5, approached the back of the throne room for the first time at Wasp Kingdom Hive (when the cutscene starts)
371;Chapter 5, met with Queen Vanessa II for the first time at Wasp Kingdom Hive (after all the cutscenes)
372;Chapter 5, returned to the Ant Kingdom after leaving Wasp Kingdom Hive
373;Received the Ant Compass from the miner at the Ant Mines
374;Chapter 6, left the throne room of the Ant Palace after the start of Chapter 6 (after all the cutscenes)
375;Took the Butler Missing Again! quest
376;Chapter 6, talked to Queen Elizant II at the Golden Path tunnel
377;It is now possible to buy Dark Cherries at the Underground Bar
378;Talked to Cherry Guy for the first time at the Underground Bar
379;Chapter 6, talked about the Subaquatic Maritime Neotransport to the royal couple at Termite Capitol
380;Got the Lore Book at the Golden Path by digging under a rock at the map located east from Golden Settlement
381;Got the Lore Book at the Colosseum entrance at Termite Capitol
382;Hit the red ruler with Kabbu’s horn at the Forsaken Lands
383;Chapter 5, arrived at the map where The Beast silhouette appears (at the beginning of the cutscene)
384;Chapter 5, got the Wasp Key in the west room at Wasp Kingdom~Chapter 6, arrived at Termite Capitol for the first time??? (error?) 
385;Chapter 6, beaten the Primal Weevil (after all the cutscenes)
386;Chapter 6, talked to the royal couple at Termite Capitol for the first time
387;Talked to Team Slacker about the False Monarch for the first time at Termite Capitol
388;Got the Lore Book near the Underground Bar entrance at Ant Kingdom City commercial area
389;Talked to Madeleine after taking the Butler Missing Again! quest
390;Talked to Seb after taking the Butler Missing Again! quest
391;Completed the Butler Missing Again! quest
392;Got the Lore Book in Madeleine’s house at the Explorer Association Area
393;Gave the Queen’s Dinner to Aria after taking the Team Snakemouth… quest
394;Completed the Team Snakemouth… quest
395;Talked to Isau for the first time after taking the Rare Item Wanted! quest
396;Gave the Sophie Petal to Isau, completing the Rare Item Wanted! quest
397;Got the Dark Cherries at Golden Path
398;UNKNOWN
399;UNUSED
400;Gave the correct ingredients to Crisbee after taking the I Wanna Get Better! quest, set to false after the cutscene~Also used similarly with Fry after taking the A Smiling Dish quest~Also for Chapter 3, when it is possible to signal Gen & Eri to use a switch at the Honey Factory~Also set to true then false when talking to Crow about Spy Cards~Also used in the Spy Cards tournament (true after the first match, false when the tournament is over)~Chapter 6, also used when the fight against Zasp & Mothiva starts at the Colosseum (set to false when the fight is won)~Chapter 7, also used when the Wasp King is about to turn into Everlasting King (set to false when the transformation is complete)
401;Chapter 4, arrived at the map south of the prison for the first time at Bandit Hideout, set to false when exiting the map~Chapter 5, also used after arriving at the first room of Wasp Kingdom Hive (set to false after leaving Wasp Kingdom HiveChapter 7, also used when arriving in a room with an eye at Giant’s Lair (set to false when leaving to a room with no eyes)
402;Chompy is with Team Snakemouth
403;Chompy is at the red house at Ant Kingdom City Plaza
404;Chompy has a ribbon on
405;Chompy is at Bee Kingdom Hive
406;UNUSED
407;Asked Wayde if they are okay at Defiant Root
408;Talked to Tynn at the Termite Capitol after asking Wayde if he was okay
409;Chapter 6, after winning all three rounds at the Colosseum
410;Gave the Bug Ranger Plushie at the child near the Colosseum entrance at Termite Capitol
411;Placed the Mysterious Piece in the receptacle at the Cave of Trials
412;Talked to the Holo Assistant for the first time at the Cave of Trials
413;Got the HP Plus medal at Lost Sands near the Bandit Hideout entrance
414;Showed the Explorer Permit to the Holo Assistant at the Cave of Trials
415;Got the Strong Start medal at Lost Sands
416;Hit an ice crystal switch for the first time at Ancient Castle
417;UNKNOWN used in event 158
418;Got the Antlion Jaws medal at Stream Mountain
419;Arrived at Metal Island for the first time
420;Chapter 6, arrived at Forsaken Lands for the first time
421;Got the Sophie Petal at the top of Snakemouth Den
422;Took the Help Me Get it Back! quest
423;Took the Explorer Check! Quest (set to false upon completion)
424;Took the Bandit Hunt quest
425;Took the In Search of Paint… quest
426;Took the Lunch Delivery! quest
427;Saw Mun get his Leaf Mask stolen by bandits at Bugaria Outskirts
428;Took the It’s Time…! quest
429;Talked to Ven after taking the Bandit Hunt quest
430;Completed the Bandit Hunt quest
431;Talked to Artia for the first time after taking the In Search of Paint… quest
432;Got the Shady note from Reed at the Underground Bar
433;Talked to Edgy after taking the In Search of Paint… quest at Termite Capitol
434;Got the Blackest Paint from Edgy at Termite Capitol
435;Completed the In Search of Paint… quest
436;Talked to Artia at Bee Kingdom Hive about Edgy after taking the In Search of Paint… quest
437;Talked to Madame Jaune for the first time at Bee Kingdom Hive
438;Talked to Dashy about the Red Paint at Golden Settlement
439;Talked to Genow at Defiant Root about the Root Cloth
440;Talked to Ann at the Ant Kingdom City plaza about the Ant Doll
441;Got the Eastern Doll from Jug at Metal Island
442;Gave the Eastern Doll to Ann in exchange for the Ant Doll at the Ant Kingdom City plaza
443;Gave the Ant Doll to Genow in exchange for the Root Cloth at Defiant Root
444;Gave the Root Cloth in exchange for the Red Paint to Dashy at Golden Settlement
445;Got the Vi’s Sharing Stash battle skill
446;Gave the Red Paint to Madame Jaune at Bee Kingdom Hive
447;Chapter 6, talked about the Subaquatic Maritime Neotransport to Biggs near it at the Termite Capitol
448;Chapter 6, disembarked from the Subaquatic Maritime Neotransport at Bugaria Outskirts Piers
449;Fell into the pit near the Wizard Tower for the first time at Far Grasslands
450;Talked to The Wizard at the Wizard Tower for the first time at Far Grasslands
451;Got the Crystal Berry from the pink spider at Forsaken Lands
452;Arrived at the map located east from the pumpkin map for the first time at Forsaken Lands (the crate disappears when this turns on)
453;UNKNOWN
454;Got the Crystal Crown by beating the False Monarch
455;Got the Lore Book at the map with the wind blowers at Forsaken Lands
456;Unlocked the door at the Power Plant after taking the Power Plant Investigation quest
457;Approached the back exit of the Power Plant after taking the Power Plant Investigation quest
458;Examined the Power Plant for the first time
459;Arrived at the Broodmother map after taking the Power Plant Investigation quest (this also marks completing the quest after the battle)
460;Got the Lore Book at the map with the wasps’s border at Far Grasslands
461;Talked to Jayde for the first time at Golden Settlement
462;Got the Life Cast medal at the top of the Golden Path tunnel
463;Got the Lore Book on the map located west from Patton’s hut at Forsaken Lands
464;Took the Best Friend In The Fog! quest
465;Talked to Layra after taking the Best Friend In The Fog! quest
466;Arrived at the area located north of Layra’s friend for the first time after taking the Best Friend In The Fog! quest
467;Talked about fireflies with Layra at the foggy map after taking the Best Friend In The Fog! quest
468;Completed the Best Friend In The Fog! quest
469;Got the Lore Book in an apartment room located high up at Termite Capitol
470;Examined the view of Termite Capitol for the first time at the Forsaken Lands
471;Completed the Stolen Item quest
472;Talked to Kali after taking the Stolen Item quest
473;Took the Seedling Hunt quest
474;Talked to Takkun for the first time after taking the Seedling Hunt quest
475;Received the Wrapped Lunch from Yatanta after taking the Lunch Delivery! quest
476;Completed the Lunch Delivery! quest
477;Completed the Seedling Hunt quest
478;Talked to Team Slacker about the Seedling King for the first time
479;Took the Parts Delivery quest
480;Received the Package from Eetl after taking the Parts Delivery quest
481;Completed the Parts Delivery quest
482;Took the Hydration Crisis! quest
483;Talked to the farmer for the first time at Golden Settlement (Hydration Crisis! quest)
484;Completed the Hydration Crisis! quest
485;Talked to Alex for the first time after taking the It’s Time…! quest
